[ingest] nhl.api_web: reachable (200) https://api-web.nhle.com/v1/scoreboard/now
[ingest] nhl.stats_rest: reachable (200) https://api.nhle.com/stats/rest/en/team
[ingest] nhl.api_v1: unreachable (None) https://api.nhl.com/api/v1/teams
[ingest] nhl.legacy_statsapi: unreachable (None) https://statsapi.web.nhl.com/api/v1/teams
[ingest] nhl.edge: reachable (200) https://api-web.nhle.com/v1/edge/skater-speed-top-10/F/max/20252026/2
[ingest] nhl.stats_rest_game: reachable (200) https://api.nhle.com/stats/rest/en/goalie/summary?isAggregate=false&isGame=true&limit=1&cayenneExp=seasonId=20252026%20and%20gameTypeId=2
[ingest] nhl.partner_odds: reachable (200) https://api-web.nhle.com/v1/partner-game/US/now
[ingest] kalshi.trade_api: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHLGAME&limit=5
[ingest] kalshi.candles: reachable (200) https://api.elections.kalshi.com/trade-api/v2/series/KXNHLGAME/markets/KXNHLGAME-26SEP19VGKLA-VGK/candlesticks?start_ts=1789603200&end_ts=1789905600&period_interval=60
[ingest] kalshi.historical: reachable (200) https://api.elections.kalshi.com/trade-api/v2/historical/cutoff
[ingest] kalshi.settled_markets: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHLGAME&limit=3&status=settled
[ingest] kalshi.spread: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHLSPREAD&limit=3
[ingest] kalshi.overtime: reachable (200) https://api.elections.kalshi.com/trade-api/v2/historical/markets?series_ticker=KXNHLOVERTIME&limit=3
[ingest] polymarket.gamma: reachable (200) https://gamma-api.polymarket.com/events?tag_slug=nhl&closed=false&limit=1
[ingest] espn.nhl_api: reachable (200) https://site.api.espn.com/apis/site/v2/sports/hockey/nhl/injuries
[ingest] espn.nhl_scoreboard: reachable (200) https://site.api.espn.com/apis/site/v2/sports/hockey/nhl/scoreboard?dates=20251115&limit=1
[ingest] openmeteo.archive: reachable (200) https://api.open-meteo.com/v1/forecast?latitude=40.75&longitude=-73.99&current=temperature_2m
[ingest] moneypuck.downloads: reachable (200) https://moneypuck.com/data.htm
[ingest] kalshi.period: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHL1P&limit=2&status=open
[ingest] kalshi.period_total: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHL1PTOTAL&limit=2&status=open
[ingest] kalshi.team_total: reachable (200) https://api.elections.kalshi.com/trade-api/v2/series?category=Sports&tags=Hockey
[ingest] kalshi.regulation: reachable (200) https://api.elections.kalshi.com/trade-api/v2/series?category=Sports&tags=Hockey
[ingest] kalshi.player_props: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHLGOAL&limit=2&status=open
[ingest] kalshi.goalie_props: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHLSAVES&limit=2&status=open
[ingest] kalshi.futures: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHL&limit=2&status=open
[ingest] kalshi.alternate: reachable (200) https://api.elections.kalshi.com/trade-api/v2/markets?series_ticker=KXNHLTOTAL&limit=5&status=open
[ingest] teams: 62 franchise rows from api.nhle.com/stats/rest/en/team
[ingest] standings: 32 team rows as of 2025-04-17
[ingest] standings: 32 team rows as of 2026-04-17
[ingest] standings: 0 team rows as of ?
[ingest] club schedule ANA 20242025: 88 games (0 new, 88 updated)
[ingest] club schedule SJS 20252026: 88 games (0 new, 88 updated)
[ingest] club schedule STL 20252026: 88 games (0 new, 88 updated)
[ingest] club schedule TBL 20252026: 96 games (0 new, 96 updated)
[ingest] club schedule TOR 20252026: 88 games (0 new, 88 updated)
[ingest] club schedule UTA 20252026: 95 games (0 new, 95 updated)
[ingest] club schedule VAN 20252026: 88 games (0 new, 88 updated)
[ingest] club schedule VGK 20252026: 111 games (0 new, 111 updated)
[ingest] club schedule WSH 20252026: 88 games (0 new, 88 updated)
[ingest] club schedule WPG 20252026: 88 games (0 new, 88 updated)
[ingest] club schedule NYI 20252026: 88 games (0 new, 88 updated)
[ingest] club schedule NYR 20252026: 88 games (0 new, 88 updated)
[ingest] club schedule ANA 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule BOS 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule BUF 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule CGY 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule CAR 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule CHI 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule CBJ 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule COL 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule DAL 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule DET 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule EDM 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule FLA 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule LAK 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule MIN 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule MTL 20262027: 89 games (0 new, 89 updated)
[ingest] club schedule NSH 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule NJD 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule OTT 20262027: 89 games (0 new, 89 updated)
[ingest] club schedule PHI 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule PIT 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule SEA 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule SJS 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule STL 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule TBL 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule TOR 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule UTA 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule VAN 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule VGK 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule WSH 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule WPG 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule NYI 20262027: 88 games (0 new, 88 updated)
[ingest] club schedule NYR 20262027: 88 games (0 new, 88 updated)
[ingest] scoreboard 2025-08-18: 45 games (0 new, 45 updated)
[ingest] scoreboard 2025-08-25: 45 games (0 new, 45 updated)
[ingest] scoreboard 2025-09-01: 45 games (0 new, 45 updated)
[ingest] scoreboard 2025-09-08: 45 games (0 new, 45 updated)
[ingest] scoreboard 2025-09-15: 45 games (0 new, 45 updated)
[ingest] scoreboard 2025-09-22: 69 games (0 new, 69 updated)
[ingest] scoreboard 2025-09-29: 69 games (0 new, 69 updated)
[ingest] scoreboard 2025-10-06: 71 games (0 new, 71 updated)
[ingest] scoreboard 2025-10-13: 90 games (0 new, 90 updated)
[ingest] scoreboard 2025-10-20: 78 games (0 new, 78 updated)
[ingest] scoreboard 2025-10-27: 80 games (0 new, 80 updated)
[ingest] scoreboard 2025-11-03: 78 games (0 new, 78 updated)
[ingest] scoreboard 2025-11-10: 80 games (0 new, 80 updated)
[ingest] scoreboard 2025-11-17: 81 games (0 new, 81 updated)
[ingest] scoreboard 2025-11-24: 90 games (0 new, 90 updated)
[ingest] scoreboard 2025-12-01: 90 games (0 new, 90 updated)
[ingest] scoreboard 2025-12-08: 83 games (0 new, 83 updated)
[ingest] scoreboard 2025-12-15: 82 games (0 new, 82 updated)
[ingest] scoreboard 2025-12-22: 96 games (0 new, 96 updated)
[ingest] scoreboard 2025-12-29: 92 games (0 new, 92 updated)
[ingest] scoreboard 2026-01-05: 85 games (0 new, 85 updated)
[ingest] scoreboard 2026-01-12: 86 games (0 new, 86 updated)
[ingest] scoreboard 2026-01-19: 80 games (0 new, 80 updated)
[ingest] scoreboard 2026-01-26: 83 games (0 new, 83 updated)
[ingest] scoreboard 2026-02-02: 52 games (0 new, 52 updated)
[ingest] scoreboard 2026-02-09: 24 games (0 new, 24 updated)
[ingest] scoreboard 2026-02-16: 8 games (0 new, 8 updated)
[ingest] scoreboard 2026-02-23: 49 games (0 new, 49 updated)
[ingest] scoreboard 2026-03-02: 83 games (0 new, 83 updated)
[ingest] scoreboard 2026-03-09: 86 games (0 new, 86 updated)
[ingest] scoreboard 2026-03-16: 79 games (0 new, 79 updated)
[ingest] scoreboard 2026-03-23: 84 games (0 new, 84 updated)
[ingest] scoreboard 2026-03-30: 83 games (0 new, 83 updated)
[ingest] scoreboard 2026-04-06: 96 games (0 new, 96 updated)
[ingest] scoreboard 2026-04-13: 81 games (0 new, 81 updated)
[ingest] scoreboard 2026-04-20: 39 games (0 new, 39 updated)
[ingest] scoreboard 2026-04-27: 28 games (0 new, 28 updated)
[ingest] scoreboard 2026-05-04: 19 games (0 new, 19 updated)
[ingest] scoreboard 2026-05-11: 16 games (0 new, 16 updated)
[ingest] scoreboard 2026-05-18: 12 games (0 new, 12 updated)
[ingest] scoreboard 2026-05-25: 11 games (0 new, 11 updated)
[ingest] scoreboard 2026-06-01: 9 games (0 new, 9 updated)
[ingest] scoreboard 2026-06-08: 28 games (0 new, 28 updated)
[ingest] scoreboard 2026-06-15: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-06-22: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-06-29: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-07-06: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-07-13: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-07-20: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-07-27: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-08-03: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-08-10: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-08-17: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-08-24: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-08-31: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-09-07: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-09-14: 50 games (0 new, 50 updated)
[ingest] scoreboard 2026-09-21: 74 games (0 new, 74 updated)
[ingest] scoreboard 2026-09-28: 68 games (0 new, 68 updated)
[ingest] scoreboard 2026-10-05: 73 games (0 new, 73 updated)
[ingest] team_game rebuilt: 8820 rows from 4410 games
[ingest] stats REST team game rows 20242025/2: 2624
[ingest] stats REST team game rows 20252026/2: 2624
[ingest] stats REST team game rows 20262027/2: 0
[ingest] stats REST goalie game rows 20242025/2: 2764
[ingest] stats REST goalie game rows 20252026/2: 2768
[ingest] stats REST goalie game rows 20262027/2: 0
[ingest] kalshi series: 82 hockey series, NHL: ['KXNHL', 'KXNHL1P', 'KXNHL1PSPREAD', 'KXNHL1PTOTAL', 'KXNHL2OT', 'KXNHL2P', 'KXNHL2PSPREAD', 'KXNHL2PTOTAL', 'KXNHL30COMEBACK', 'KXNHL3P', 'KXNHL3PSPREAD', 'KXNHL3PTOTAL', 'KXNHL4NATIONS', 'KXNHLADAMS', 'KXNHLANYGOAL', 'KXNHLAST', 'KXNHLATLANTIC', 'KXNHLCALDER', 'KXNHLCENTRAL', 'KXNHLDRAFTPICK', 'KXNHLDRAFTTOP', 'KXNHLEAST', 'KXNHLEXPANSION', 'KXNHLFINALSEXACT', 'KXNHLFIRSTGOAL', 'KXNHLGAME', 'KXNHLGOAL', 'KXNHLHART', 'KXNHLMETROPOLITAN', 'KXNHLNEXTGM', 'KXNHLNEXTTEAM', 'KXNHLNORRIS', 'KXNHLOT', 'KXNHLOVERTIME', 'KXNHLPACIFIC', 'KXNHLPLAYOFF', 'KXNHLPLAYOFFGOALS', 'KXNHLPRES', 'KXNHLPTS', 'KXNHLRETIRE', 'KXNHLRICHARD', 'KXNHLROSS', 'KXNHLSAVES', 'KXNHLSEASONGOALS', 'KXNHLSEASONPTS', 'KXNHLSERIES', 'KXNHLSERIESGAMES', 'KXNHLSERIESOT', 'KXNHLSERIESSCORE', 'KXNHLSERIESSPREAD', 'KXNHLSERIESTOTALGOAL', 'KXNHLSERIESTOTALGOALS', 'KXNHLSPREAD', 'KXNHLTOTAL', 'KXNHLVEZINA', 'KXNHLWEST', 'KXNHLWINS']
[ingest] kalshi: 54 contracts -> 108 quote rows
[ingest] kalshi: 216 contracts -> 432 quote rows
[ingest] kalshi history KXNHLGAME: cutoff=2026-07-23T00:00:00Z live=40 hist=1000 (new 0, unmatched 2) candles ok=0 empty=0 err=0 pending=0 calls=3
[ingest] kalshi history KXNHLTOTAL: cutoff=2026-07-23T00:00:00Z live=160 hist=1000 (new 0, unmatched 5) candles ok=597 empty=0 err=0 pending=2602 calls=600
[ingest] kalshi: 108 contracts -> 216 quote rows
